Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Positive_Review,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Reviewer_Score,Tags,days_since_review,lat,lng,places_visited,image_url,price,restaurant
"40/5, RAILWAY STATION ROAD, VAVUNIYA",164,12/03/2023,6.5,INDRANS,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Sri Dalada viharaya Madukanda,Urban Council Children ParkVavuniya Kulam,Vavuniya Archaeological Museum,Samalankulam Tamil historical place,Mihintale,Wasgamuwa National Park,Nallur Kandaswamy Temple",https://www.booked.net/data/Photos/380x200/7794/779416/779416752/Avasta-Resort-And-Spa-Anuradhapura-Exterior.JPEG,15000,"Nelly'S Indian Cuisine,Moju Restaurant,Whitestone Restaurant,Madras Namaste,Malima Reception Hall & Restaurant- Poonewa,Fcc Restaurat,Rasa Raja Bojun,Ammachchi Traditional Food Center"
"225 A9 RD KANAGARAYANKULAM, VAVUNIA",194,12/03/2022,8.3,AANA,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Sri Dalada viharaya Madukanda,Urban Council Children ParkVavuniya Kulam,Vavuniya Archaeological Museum,Samalankulam Tamil historical place,Mihintale,Wasgamuwa National Park,Nallur Kandaswamy Temple",https://images.trvl-media.com/lodging/6000000/5860000/5857600/5857549/w997h558x0y2-1437720d.jpg?impolicy=resizecrop&rw=500&ra=fit,30000,"Nelly'S Indian Cuisine,Moju Restaurant,Whitestone Restaurant,Madras Namaste,Malima Reception Hall & Restaurant- Poonewa,Fcc Restaurat,Rasa Raja Bojun,Ammachchi Traditional Food Center"
"ALI PALLAMA, MADAHAPOLA ROAD, MELSIRIPURA, KURUNEGALA",164,12/03/2022,9.8,BROOK BOUTIQUE,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://coconut-escapes-kurunegala.booked.net/data/Photos/OriginalPhoto/11496/1149645/1149645325/Coconut-Escapes-Kurunegala-Villa-Exterior.JPEG,20000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"NO. 08, SAMADHI MAWATHA, WELLANGOLLA ROAD, KURUNEGALA",164,12/03/2023,6.5,RICHARDS,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://static.readytotrip.com/upload/information_system_24/1/7/6/item_1766944/information_items_1766944.jpg,30000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"COCO PALMS, YAKKALA ESTATE, TANK ROAD, IBBAGAMUWA, KURUNEGALA",194,12/03/2022,8.3,COCO PALMS,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://pix10.agoda.net/hotelImages/583/583597/583597_16032913150041141151.jpg?ca=6&ce=1&s=450x450,15000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"MEEGAHAPALLASSA JUNCTION, MEEGAHAPALLASSA, KURUNEGALA",184,12/03/2018,8.2,KIZUNA HOUSE,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1c/74/ca/83/green-serenity-holiday.jpg?w=1200&h=-1&s=1,30000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"MALIGAWA ESTATE, RANAWIRU SIRI NANDANA MAWATHA, HAMMALIYA, KURUNEGALA",164,12/03/2022,9.8,COCOWORLD BUNGALOW,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://www.hotelscombined.com/himg/6d/2b/2a/hotelsdotcom-1012812992-fcc41f8e_w-198597.jpg,15000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"NO.156/14, 2ND STAGE, ANDAGALA ESTATE, BAMUNUGEDARA, KURUNEGALA.",164,12/03/2023,6.5,ADS BUNGALOW,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.1,"[' Luxury ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",250 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://findit-resources.s3.amazonaws.com/forums/1657606402556.jpg,15000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"GREEN VILLAGE, WELAGANE, MASPOTHA, KURUNEGALA",194,12/03/2022,8.3,WHITE HOUSE FAMILY STAY,Jermany,No Negative,0,1000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,6.1,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",100 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://www.booked.net/data/Photos/380x200/13038/1303877/1303877323/Uga-Ulagalla-Hotel-Anuradhapura-Exterior.JPEG,20000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"UDARA STATE, MASNORUWA, GIRIULLA, KURUNEGALA",184,12/03/2018,8.2,GIRIULLA MAOYA ELEPHANT VILLA,United States,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock","https://photos.travelmyth.com/hotels/480/24/m-2494812.jpg?crop=1024,480&width=1024",30000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"KINGDOM ROAD, YAPAHUWA, MAHO, KURUNEGALA",164,12/03/2022,9.8,HOTEL YAPAHUWA PARADISE,United Kingdom,No Negative,0,2500, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,9.2,"[' Leisure trip ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",440 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://dynamic-media-cdn.tripadvisor.com/media/photo-o/06/b5/86/6b/littlemore-estate-bungalow.jpg?w=1200&h=-1&s=1,15000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
"NO. 344-350, KANDY ROAD, KURUNEGALA",164,12/03/2023,6.5,HOTEL ATHGIRI,Singapore,No Negative,0,2000, Good location Set in a lovely park friendly staff Food high quality We Oth enjoyed the breakfast ,22,7,7.5,"[' Business ', ' Couple ', ' Duplex Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device']",50 days,48.2037451,16.3356767,"Maraluwawa Rajamaha Viharaya,Ethkanda Raja Maha Viharaya,Kurunegala Clock Tower,Cathedral Church of Christ the King,Ridi Viharaya,Badagamuwa Conservation Forest,Athugala Rock",https://q-xx.bstatic.com/xdata/images/hotel/max1024x768/341792919.jpg?k=a01f7d0625a7a4593ffcbbf9c3809c83b339f928c5213b6df17f28a5ed271dcd&o=,30000,"Saruketha,The Pot by Manjula,Roti Cafe,Diya Dahara Restaurant,Cafe Amakie Kurunegala,Sri Bajra Dosai,Restaurant Three,Shanthi Cafe,Cafe dine-esty,Dinehut"
